General Statistics: 
>R015818        501
>R015819        520
>R015820        480
>R015821        491
>R015822        491
>R015823        435
>R015824        438
>R015825        490
>R015826        424
>R015827        418
>R015828        472
>R015829        477
>R015830        434
>R015831        506
>R015832        475
>R015833        443
>R015834        531
>R015835        486
>R015836        444
>R015837        449
>R015838        434
>R015839        495
>R015840        278
>R015841        468
>R015842        462
>R015843        471
>R015844        441
>R015845        479
>R015846        458
>R015847        393
>R015848        469
>R015849        563
>R015850        500
>R015851        431
>R015852        354
>R015853        459
>R015854        516
>R015855        461
>R015856        438
>R015857        473
>R015858        491
>R015859        454
>R015860        427
>R015861        422
>R015862        550
>R015863        373
>R015864        399
>R015865        497
>R015866        453
>R015867        603
>R015868        510
>R015869        435
>R015870        528
>R015871        464
>R015872        470
>R015873        441
>R015874        491
>R015875        290
>R015876        493
>R015877        443
>R015878        411
>R015879        465
>R015880        670
>R015881        515
>R015882        489
>R015883        310
>R015884        302
>R015885        539
>R015886        343
>R015887        394
>R015888        468
>R015889        495
>R015890        444
>R015891        456
>R015892        481
>R015893        568
>R015894        473
>R015895        458
>R015896        562
>R015897        489
>R015898        486
>R015899        479
>R015900        490
>R015901        400
>R015902        480
>R015903        446
>R015904        427
>R015905        420
>R015906        494
>R015907        390
>R015908        536
>R015909        463
>R015910        470
>R015911        461
>R015912        462
>R015913        390
>R015914        435
>R015915        482
>R015916        516
>R015917        477
>R015918        330
>R015919        483
>R015920        497
>R015921        446
>R015922        352
>R015923        477
>R015924        541
>R015925        442
>R015926        491
>R015927        427
>R015928        505
>R015929        489
>R015930        452
>R015931        461
>R015932        424
>R015933        503
>R015934        483
>R015935        509
>R015936        323
>R015937        350
>R015938        527
>R015939        513
>R015940        417
>R015941        510
>R015942        479
>R015943        399
>R015944        369
>R015945        484
>R015946        482
>R015947        357
>R015948        524
>R015949        433
>R015950        445
>R015951        424
>R015952        410
>R015953        464
>R015954        456
>R015955        572
>R015956        461
>R015957        472
>R015958        498
>R015959        480
>R015960        561
>R015961        502
>R015962        89
>R015963        499
